3046 3047,0 0,1 0,0;3046 3047,0 0,0 1,0;
3046 3048,0 0,1 0,0;3046 3048,0 0,0 1,0;
3048 3049,0 0,1 0,0;3048 3049,0 0,0 1,0;
3049 3050,0 0,1 0,0;3049 3050,0 0,0 1,0;
1 3050,0 0,1 0,0;1 3050,0 0,0 1,0;
1 3 4,0 1 2,1 1 1,1.0577134521218101;1 3 4,0 0 1,1 0 1,1.0577134521218101;1 3 4,0 0 1,0 1 1,1.0577134521218101;1 3 4,0 1 0,1 1 0,1.0577134521218101;1 3 4,0 1 0,0 1 1,1.0577134521218101;1 3 4,0 1 1,1 1 0,1.0577134521218101;1 3 4,0 1 1,1 0 1,1.0577134521218101;1 3 4,0 0 0,1 0 0,1.0577134521218101;1 3 4,0 0 0,0 1 0,1.0577134521218101;1 3 4,0 0 0,0 0 1,1.0577134521218101;
3 3051,0 0,1 0,0;3 3051,0 0,0 1,0;
3051 3052,0 0,1 0,0;3051 3052,0 0,0 1,0;
3052 3053,0 0,1 0,0;3052 3053,0 0,0 1,0;
3053 3054,0 0,1 0,0;3053 3054,0 0,0 1,0;
3054 3055,0 0,1 0,0;3054 3055,0 0,0 1,0;
3055 3056,0 0,1 0,0;3055 3056,0 0,0 1,0;
3056 3057,0 0,1 0,0;3056 3057,0 0,0 1,0;
3057 3058,0 0,1 0,0;3057 3058,0 0,0 1,0;
3058 3059,0 0,1 0,0;3058 3059,0 0,0 1,0;
3059 3060,0 0,1 0,0;3059 3060,0 0,0 1,0;
3060 3061,0 0,1 0,0;3060 3061,0 0,0 1,0;
3061 3062,0 0,1 0,0;3061 3062,0 0,0 1,0;
3062 3063,0 0,1 0,0;3062 3063,0 0,0 1,0;
3063 3064,0 0,1 0,0;3063 3064,0 0,0 1,0;
3064 3065,0 0,1 0,0;3064 3065,0 0,0 1,0;
3065 3066,0 0,1 0,0;3065 3066,0 0,0 1,0;
6 3066,0 0,1 0,0;6 3066,0 0,0 1,0;
6 7 8,0 1 2,1 1 1,1.0577134521218101;6 7 8,0 0 1,1 0 1,1.0577134521218101;6 7 8,0 0 1,0 1 1,1.0577134521218101;6 7 8,0 1 0,0 1 1,1.0577134521218101;6 7 8,0 1 0,1 1 0,1.0577134521218101;6 7 8,0 1 1,1 0 1,1.0577134521218101;6 7 8,0 1 1,1 1 0,1.0577134521218101;6 7 8,0 0 0,0 0 1,1.0577134521218101;6 7 8,0 0 0,1 0 0,1.0577134521218101;6 7 8,0 0 0,0 1 0,1.0577134521218101;
7 3067,0 0,1 0,0;7 3067,0 0,0 1,0;
3067 3068,0 0,1 0,0;3067 3068,0 0,0 1,0;
3068 3069,0 0,1 0,0;3068 3069,0 0,0 1,0;
3069 3070,0 0,1 0,0;3069 3070,0 0,0 1,0;
3070 3071,0 0,1 0,0;3070 3071,0 0,0 1,0;
3071 3072,0 0,1 0,0;3071 3072,0 0,0 1,0;
3072 3073,0 0,1 0,0;3072 3073,0 0,0 1,0;
3073 3074,0 0,1 0,0;3073 3074,0 0,0 1,0;
3074 3075,0 0,1 0,0;3074 3075,0 0,0 1,0;
3075 3076,0 0,1 0,0;3075 3076,0 0,0 1,0;
3076 3077,0 0,1 0,0;3076 3077,0 0,0 1,0;
3077 3078,0 0,1 0,0;3077 3078,0 0,0 1,0;
3078 3079,0 0,1 0,0;3078 3079,0 0,0 1,0;
3079 3080,0 0,1 0,0;3079 3080,0 0,0 1,0;
3080 3081,0 0,1 0,0;3080 3081,0 0,0 1,0;
3081 3082,0 0,1 0,0;3081 3082,0 0,0 1,0;
3082 3083,0 0,1 0,0;3082 3083,0 0,0 1,0;
3083 3084,0 0,1 0,0;3083 3084,0 0,0 1,0;
3084 3085,0 0,1 0,0;3084 3085,0 0,0 1,0;
3085 3086,0 0,1 0,0;3085 3086,0 0,0 1,0;
3086 3087,0 0,1 0,0;3086 3087,0 0,0 1,0;
3087 3088,0 0,1 0,0;3087 3088,0 0,0 1,0;
3088 3089,0 0,1 0,0;3088 3089,0 0,0 1,0;
3089 3090,0 0,1 0,0;3089 3090,0 0,0 1,0;
3090 3091,0 0,1 0,0;3090 3091,0 0,0 1,0;
3091 3092,0 0,1 0,0;3091 3092,0 0,0 1,0;
3092 3093,0 0,1 0,0;3092 3093,0 0,0 1,0;
3093 3094,0 0,1 0,0;3093 3094,0 0,0 1,0;
3094 3095,0 0,1 0,0;3094 3095,0 0,0 1,0;
3095 3096,0 0,1 0,0;3095 3096,0 0,0 1,0;
3096 3097,0 0,1 0,0;3096 3097,0 0,0 1,0;
3097 3098,0 0,1 0,0;3097 3098,0 0,0 1,0;
3098 3099,0 0,1 0,0;3098 3099,0 0,0 1,0;
3099 3100,0 0,1 0,0;3099 3100,0 0,0 1,0;
3100 3101,0 0,1 0,0;3100 3101,0 0,0 1,0;
3101 3102,0 0,1 0,0;3101 3102,0 0,0 1,0;
3102 3103,0 0,1 0,0;3102 3103,0 0,0 1,0;
3103 3104,0 0,1 0,0;3103 3104,0 0,0 1,0;
3104 3105,0 0,1 0,0;3104 3105,0 0,0 1,0;
3105 3106,0 0,1 0,0;3105 3106,0 0,0 1,0;
3106 3107,0 0,1 0,0;3106 3107,0 0,0 1,0;
3107 3108,0 0,1 0,0;3107 3108,0 0,0 1,0;
10 3108,0 0,1 0,0;10 3108,0 0,0 1,0;
10 11 12,0 1 2,1 1 1,1.0585224090719971;10 11 12,0 0 1,1 0 1,1.058500737807983;10 11 12,0 0 1,0 1 1,1.002324258849755;10 11 12,0 1 0,1 1 0,1.0577351233858245;10 11 12,0 1 0,0 1 1,1.0032257869420815;10 11 12,0 1 1,1 1 0,1.0577351233858245;10 11 12,0 1 1,1 0 1,1.058500737807983;10 11 12,0 0 0,1 0 0,1.0577134521218101;10 11 12,0 0 0,0 1 0,1.0014723018131364;10 11 12,0 0 0,0 0 1,1.0023270506959565;
11 3109,0 0,1 0,0;11 3109,0 0,0 1,0;
3109 3110,0 0,1 0,0;3109 3110,0 0,0 1,0;
3110 3111,0 0,1 0,0;3110 3111,0 0,0 1,0;
3111 3112,0 0,1 0,0;3111 3112,0 0,0 1,0;
3112 3113,0 0,1 0,0;3112 3113,0 0,0 1,0;
3113 3114,0 0,1 0,0;3113 3114,0 0,0 1,0;
3114 3115,0 0,1 0,0;3114 3115,0 0,0 1,0;
3115 3116,0 0,1 0,0;3115 3116,0 0,0 1,0;
3116 3117,0 0,1 0,0;3116 3117,0 0,0 1,0;
3117 3118,0 0,1 0,0;3117 3118,0 0,0 1,0;
3118 3119,0 0,1 0,0;3118 3119,0 0,0 1,0;
14 3119,0 0,1 0,0;14 3119,0 0,0 1,0;
